#origin #RMSD #repl-origin
4v8m 0.690 6gq1
1eiy 0.772 4v4j
4v8o 0.570 6t83
4erd 0.347 6o0y
9j89 0.305 2hw8
---- 0.000 ----
9njf 0.729 4v9c
5u4i 0.564 3ts2
9g6k 0.475 8isz
9g9a 0.220 9g9e
---- 0.000 ----
9mr4 0.301 4v6x
4q9q 0.712 4v4i
9cet 0.282 ----
4v64 0.531 7nsp
8g4i 0.245 8g4s
9g6k 0.432 7uwe
6gsk 0.390 6gsj
6tnn 0.300 7a0r
---- 0.000 ----
7pit 0.506 9hqv
9ene 0.461 9g6k
9dtr 0.202 7b9v
9hqv 0.464 7vtn
8ove 0.511 6zp4
4v9j 0.646 5imr
4v5n 0.398 ----
8htz 0.512 9o3h
9hqv 0.434 ----
---- 0.000 ----
6gsk 0.242 6gsj
---- 0.000 ----
4v4g 0.572 6d9j
6xiq 0.730 ----
7asp 0.655 5myj
7da7 0.596 7bl5
8uu4 0.338 ----
4krf 0.482 8z1g
6htq 0.723 6ip6
9fmd 0.356 ----
9ggr 0.500 8ost
9k6t 0.497 8t6s
---- 0.000 ----
4wro 0.474 5el5
9gft 0.272 9ggr
---- 0.000 ----
8pjj 0.729 6y57
9l6x 0.201 ----
---- 0.000 ----
9g6k 0.294 7b9v
8t5h 0.384 8t5d
9j9h 0.696 7aqd
---- 0.000 ----
4v6f 0.488 4v6u
7r6k 0.569 7qvp
8g7p 0.655 6wdf
6xu7 0.392 5lks
3r1h 0.348 7dlz
8it1 0.213 8k9g
8sfl 0.732 9j0n
9klo 0.228 ----
7kjt 0.530 3jbn
9i05 0.749 5ylz
3hoz 0.642 3hov
8fr8 0.759 ----
---- 0.000 ----
---- 0.000 ----
8vkw 0.735 6ddg
8vsa 0.265 8vs9
---- 0.000 ----
6bz7 0.213 ----
9i05 0.229 9g6k
9mx3 0.483 9evs
3a2k 0.792 8uzg
4x0b 0.544 7n2c
9njf 0.634 8bhj
---- 0.000 ----
9h9h 0.628 7pan
---- 0.000 ----
---- 0.000 ----
4wqf 0.316 4wqu
5zal 0.637 3q0s
9o3j 0.295 9o3h
2nr0 0.704 4v4g
7p7t 0.534 7ssw
4v5e 0.636 2e9z
5nco 0.298 ----
8xsz 0.358 9b0s
4v7l 0.734 6vu3
6ff4 0.481 6ff7
7kwg 0.436 7bgd
---- 0.000 ----
8h7q 0.724 6vqw
8s9t 0.453 8d1v
4wro 0.634 4v83
9i05 0.547 ----
---- 0.000 ----
9o3j 0.263 ----
---- 0.000 ----
4v9i 0.200 ----
6q97 0.669 8uiw
---- 0.000 ----
3kfu 0.748 3akz
6nud 0.546 6hma
8s8k 0.659 7zux
9e7e 0.481 9e7d
5o2r 0.309 6enu
7m4x 0.503 7uvy
6eri 0.341 6zj3
6x6t 0.219 ----
8hl2 0.780 8hl1
1u0b 0.648 9buu
5uz9 0.262 6vqv
6wd2 0.262 6wd3
6m62 0.381 ----
7ecv 0.706 8yb6
7odr 0.302 7odt
---- 0.000 ----
6gzx 0.624 8wmi
9ggr 0.331 9gft
2bx2 0.776 7d1a
6olf 0.453 6om0
7a01 0.811 8d29
7n2v 0.551 8ujk
4p3e 0.543 9i05
4v7d 0.534 4v9c
6gzz 0.683 7lh5
7m5o 0.227 7lys
---- 0.000 ----
3izz 0.679 8t2y
4v7r 0.858 5aj0
4wr6 0.631 1sm1
7k52 0.331 5mgp
3j9z 0.736 7pis
5t2c 0.703 7ohq
7pak 0.672 7nhm
7pia 0.567 5uyq
7qi6 0.825 8vsa
5gao 0.727 8fru
6qcw 0.350 8pnp
7msh 0.293 8glp
7nhm 0.403 5nd9
---- 0.000 ----
5amq 0.581 6z8k
6hd7 0.586 1qrt
6xiq 0.667 9g6k
8civ 0.466 5uyn
8uvr 0.403 5wis
9rvp 0.308 7d7v
3jcs 0.667 9i05
7xg0 0.393 8rfj
8zej 0.277 8zfi
9e7g 0.499 3jcs
---- 0.000 ----
3amt 0.310 3amu
6mus 0.402 8do6
7pip 0.721 4v8u
---- 0.000 ----
4wt8 0.723 2nr0
6i7o 0.330 6sv4
6rm3 0.493 6zu5
7sbb 0.455 8cbo
9mty 0.672 9dtr
1w2b 0.536 ----
3w1k 0.286 4qei
4ngc 0.525 ----
4v71 0.386 4v72
8zfi 0.767 9g6k
6wdc 0.248 6wdi
8cg8 0.523 8cgn
---- 0.000 ----
1g2e 0.662 7paj
6boh 0.345 6bok
6zmo 0.606 4v6l
8ch6 0.547 ----
3jcs 0.861 ----
5nd9 0.429 5nd8
1ivs 0.380 1gax
4yco 0.680 8fiz
5lzf 0.722 8hnv
6exn 0.719 ----
8cf5 0.602 5kps
8opt 0.708 6xiq
9c75 0.585 3adb
---- 0.000 ----
5ddo 0.740 8pj9
7o1c 0.792 ----
6gz3 0.601 5jvg
6xn3 0.301 6xn4
8vs9 0.514 7pic
---- 0.000 ----
4v71 0.635 6by1
7krn 0.369 7kro
7pam 0.472 7pao
---- 0.000 ----
4v61 0.613 4v8o
5kpv 0.842 9d0h
8fru 0.245 6r7q
8gxb 0.526 8gxc
9gc0 0.469 9gbw
---- 0.000 ----
4yb1 0.660 1aud
7phc 0.587 7pan
8uu9 0.238 8uu5
4v76 0.537 ----
7pd3 0.808 3zn8
8g6y 0.440 9cg7
8uz3 0.529 8vup
---- 0.000 ----
3u4m 0.255 ----
5uym 0.211 6wd9
6nd4 0.549 8exa
8d9e 0.605 ----
8ro1 0.239 8ro0
8z4l 0.519 8z99
8zgr 0.691 6uro
4v7m 0.577 4v7l
5dcv 0.540 8vz6
7st2 0.790 7ssw
8zfi 0.537 6hd7
9hqv 0.751 8cbk
---- 0.000 ----
---- 0.000 ----
2bs0 0.678 9cgu
6om7 0.602 6olf
6wd1 0.692 1u0b
6xu8 0.463 3jbp
7pir 0.260 7pah
8ro1 0.210 8ro0
9hqv 0.441 9fia
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2zue 0.227 2zuf
5x6b 0.677 9gy4
7y83 0.607 9g6k
8zp7 0.528 8zp9
9imb 0.263 ----
3jce 0.710 9bdn
4v6x 0.640 4v6w
6mus 0.828 6t7t
6ope 0.578 6oj2
7v59 0.785 7pit
8zhb 0.791 ----
---- 0.000 ----
1zjw 0.344 1o0b
4v6l 0.465 4v6k
6s0x 0.653 6s0z
7ope 0.817 6oj2
8g2u 0.636 8g31
9hqv 0.772 ----
---- 0.000 ----
4v4n 0.461 4v6u
4v6y 0.593 4v7a
6ppv 0.412 6ppq
6zqd 0.201 7aju
7azo 0.686 5uyq
7msh 0.767 7tr6
7piq 0.837 7nsq
7u5e 0.657 8yeo
8zfi 0.545 7zp8
---- 0.000 ----
3jbp 0.762 9o3j
3k5z 0.241 3k5q
5h1s 0.763 2otl
5hc9 0.577 7u2h
6aso 0.530 4wj4
8a98 0.387 ----
8d2o 0.460 8d2q
---- 0.000 ----
---- 0.000 ----
2bh2 0.763 4wro
4v4p 0.812 8vft
7y81 0.408 7y83
8fzd 0.596 8fze
8s9u 0.731 8wnd
8wfx 0.389 6ify
9g6k 0.848 4rmo
---- 0.000 ----
3j78 0.608 7ls1
4v3p 0.603 4v6i
4wsm 0.800 7o5b
6kle 0.363 6klh
6o1o 0.639 6o7i
6ole 0.340 6oli
7k51 0.707 8hkz
9e7d 0.857 7s4v
2go5 0.573 8dp3
4uyk 0.725 8wrr
6n1d 0.830 5d8b
7a5g 0.721 4v7e
7pkt 0.437 9hqv
8ro1 0.885 3j45
---- 0.000 ----
1mji 0.734 5xxb
4v78 0.650 8evr
4yco 0.717 5uyp
5ot7 0.702 8vvq
5uz9 0.743 7d80
6gq1 0.648 6gqv
7pmq 0.864 5umd
8s8d 0.727 8s8i
8sh5 0.651 ----
3ja1 0.873 6q98
3k4e 0.467 1m8y
6muu 0.734 8bvm
6w5c 0.411 6w64
7sbb 0.530 7sba
8i0p 0.666 4ato
8zlu 0.253 8zol
9cgu 0.803 ----
9hqv 0.317 9g6k
---- 0.000 ----
2la5 0.817 ----
4am3 0.835 4ill
5uq8 0.413 5uq7
6lt7 0.846 8vr8
---- 0.000 ----
3j81 0.782 9cew
4v4h 0.244 ----
4v4j 0.798 5lze
4v7h 0.641 7phc
6r7q 0.255 ----
7azo 0.677 4wsd
8opt 0.573 2bte
8ove 0.707 2du5
8yh9 0.782 8ane
---- 0.000 ----
---- 0.000 ----
2kx5 0.814 8pj1
6o7h 0.255 6o7e
6q97 0.767 6nud
7pao 0.638 7paq
7qi6 0.601 7ss9
8v9l 0.224 8v9j
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1kog 0.748 8btd
1n78 0.205 2cv2
1zse 0.656 2bs1
2gjw 0.492 9w2k
3jbp 0.559 3jbn
4v8f 0.467 4v8d
6ole 0.286 6oli
6y4b 0.785 8wf8
7aav 0.781 7pkt
7pib 0.708 3j0l
7pit 0.687 8cd1
7qp7 0.756 3dkn
8h7q 0.608 8z99
8s8e 0.625 8s8f
8vs9 0.609 5u9f
9g6k 0.528 9i05
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2km8 0.754 7z4k
5tcu 0.842 7k51
5wfs 0.683 5npm
5zlu 0.697 4v54
6ore 0.644 6osq
7qv2 0.201 ----
8hky 0.731 8hkv
8uj9 0.247 9b0n
8ws8 0.459 ----
9cez 0.593 9cf2
---- 0.000 ----
2c51 0.581 2c50
3jcs 0.442 6zj3
5xj2 0.705 9g6k
6b14 0.409 4kze
6mte 0.218 ----
7zp8 0.764 7jqm
8cbm 0.774 6d90
8hj4 0.458 6jdq
8hnt 0.766 6xu8
8ops 0.795 2yjy
9fia 0.857 8k9g
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2r7s 0.589 2r7t
3bo0 0.637 6fec
3izz 0.697 9i05
4v8c 0.293 4v8b
5d8b 0.861 4wr6
5kcr 0.761 4v8c
6ahu 0.610 5tcu
7a5j 0.290 5ool
7pit 0.746 9i5v
7pmq 0.305 ----
7qtt 0.515 7slp
7xd9 0.200 7xd8
8bgu 0.784 8hio
8dfa 0.458 8dej
9ggr 0.690 6zvk
9i05 0.602 9g6k
---- 0.000 ----
---- 0.000 ----
1sjf 0.296 1vc6
2cv2 0.528 1zho
4v75 0.461 ----
4v8p 0.666 ----
6ip8 0.697 7u2b
6t7i 0.487 ----
6wdg 0.425 6wdf
7s0s 0.662 8zp7
7vyx 0.643 7v93
8d8n 0.768 7kha
8ewg 0.522 6r5q
8sqj 0.467 ----
8wr4 0.366 8wmh
9i05 0.433 9g6k
9nlv 0.718 3g8s
---- 0.000 ----
1sj4 0.441 1vbz
3j16 0.705 9fi8
3jbo 0.348 3jbp
4v5b 0.903 6q98
4v6n 0.438 4v6q
4wr6 0.447 4wra
4wt1 0.382 4wsd
6mcc 0.782 1exy
7dco 0.473 5gm6
7pah 0.704 7wb1
8g4w 0.704 8g7e
8jay 0.816 8oze
8oze 0.296 8u72
8vkw 0.861 3jcs
8yh9 0.541 ----
9drv 0.382 ----
9ec8 0.717 9i05
2qex 0.298 3ccm
4v4x 0.469 4v4z
4v9c 0.689 4wra
4v9m 0.407 4v9l
5el7 0.525 5el6
5imq 0.674 7btb
5zlu 0.857 3jbv
6om7 0.425 ----
7dvq 0.565 5gm6
7jqq 0.850 1m8y
7pak 0.823 4v7d
7pir 0.746 8peg
7yr7 0.663 7pi8
8cti 0.517 3jag
8rw1 0.352 8s8d
8ubb 0.518 8ube
8yuq 0.586 8hsp
9g6k 0.820 8hl4
---- 0.000 ----
---- 0.000 ----
2mqv 0.837 2ms1
4kzz 0.737 4v6g
5e6m 0.403 3foz
6hd7 0.460 4v61
6o8w 0.781 5xlp
7c08 0.742 ----
7y38 0.685 2re8
8peg 0.811 6wdg
8r6w 0.589 8asb
8vm9 0.773 8vm8
9gcl 0.252 ----
9nl6 0.464 9nlh
9nlx 0.563 9nlv
2dr2 0.687 2ake
2gje 0.830 5gao
2rfk 0.408 ----
4v6n 0.301 4v6s
4woi 0.703 4v5r
4wsd 0.717 5lmt
5jvh 0.365 4u67
6gzz 0.772 9d89
6mtb 0.443 7uck
6q95 0.768 4v5c
6skg 0.639 7tra
7lh5 0.847 8tpu
7lh5 0.752 ----
7vrl 0.773 7v59
7vti 0.340 7vtn
7wb1 0.829 ----
8h2h 0.833 ----
9g1x 0.606 9g24
9hqv 0.671 8jtj
9i05 0.538 9g6k
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1sjf 0.256 ----
2bx2 0.800 8t2y
3dll 0.350 3pio
3j16 0.780 5imr
3jb9 0.546 ----
3w3s 0.480 3am1
4csf 0.727 8ubb
4gcw 0.748 6v5b
4v6q 0.484 4v6o
4v71 0.608 5kps
4v9j 0.698 4v9m
5el5 0.276 6gsj
5mqf 0.810 6bk8
5wdt 0.427 ----
6eri 0.227 ----
6o1m 0.404 6o1l
6otr 0.320 6oxa
6qnq 0.788 4v6g
6xu7 0.756 8uta
6zvk 0.689 4nh5
7azo 0.713 ----
7lv0 0.882 5lzz
7v9u 0.462 ----
7yym 0.509 ----
8am9 0.595 7pir
8d9h 0.253 8d8n
8rbx 0.833 3ja1
8t5d 0.644 8t5h
9azc 0.283 9b0s
9fia 0.700 ----
9fq0 0.790 9fia
9i05 0.808 9buu
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2c4r 0.885 7wb0
2wwb 0.221 2ww9
3epl 0.510 3epk
3siu 0.780 3siv
4cxh 0.569 3j16
4v5e 0.787 6zj3
4v6v 0.797 9jm0
4v76 0.566 8wcs
4wzo 0.699 4wqr
5d8b 0.651 4v67
5h5u 0.860 7st7
5imr 0.559 4v8m
5uyl 0.275 6wd2
6b44 0.833 5mre
6exn 0.630 7b9v
7d80 0.632 7pai
7p6z 0.349 7ood
8ewg 0.862 4v9l
8fti 0.892 7vti
8ph9 0.732 7k52
8rc3 0.743 8bf8
8rxx 0.681 8ovj
8urm 0.606 7pib
8xi2 0.774 8j3r
9fmd 0.315 6qdv
9i05 0.653 9g6k
9nkl 0.589 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1eiy 0.841 2zuf
1qrt 0.381 1qru
1sm1 0.556 6vqv
1y69 0.421 ----
3v7e 0.593 8y6o
4kzd 0.280 ----
4v6s 0.671 4v6n
4v6x 0.794 6zvk
5dm7 0.400 5dm6
6b48 0.884 8exa
6c5l 0.623 4v5e
6htq 0.524 5iqr
6ltp 0.805 6ole
6lxd 0.679 9aso
7d6z 0.784 8gxc
7n2u 0.628 8psn
7oid 0.522 7dvq
7pak 0.730 5lmt
7pan 0.520 7paq
7syv 0.453 7syw
8ane 0.829 9gxx
8btr 0.578 8bsj
8bvm 0.570 ----
8gna 0.468 7x8a
8hky 0.918 7n2v
8pbl 0.787 6xu7
8vma 0.589 6ify
8zfi 0.732 8g6w
9fi8 0.747 7k52
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1d6k 0.807 3g9y
1il2 0.685 6dcl
1j2b 0.582 9hqv
3r1h 0.419 3r1l
4d26 0.232 4d25
4v87 0.337 4v8b
4v87 0.206 4v8b
5a8l 0.556 8ip8
5aa0 0.301 4v5c
5aa0 0.642 4v97
5dm7 0.746 5dm6
5u0a 0.331 6c66
5wsg 0.254 5gmk
6dnc 0.839 9bdp
6m62 0.725 5jus
6nd6 0.387 6o97
6otr 0.360 6oxa
6ppf 0.722 8buu
6qnq 0.616 7osa
6s0z 0.216 7p48
6xyw 0.699 6snt
7aav 0.310 6ff7
7as8 0.285 7ope
7b9v 0.750 5hc9
7jt2 0.217 7jt3
7nac 0.298 7r7a
7pai 0.700 7pi8
7rr5 0.568 7zs5
7xfz 0.404 7xg0
8d9i 0.372 7xsp
8i54 0.683 5b43
8qbt 0.551 6r7q
9ey0 0.207 9ey1
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1mnb 0.805 ----
3j0l 0.802 6ig0
3jag 0.377 3jai
4bs2 0.778 2i2y
4v4j 0.468 4v4i
4v69 0.834 9fia
4wj3 0.279 4wj4
5aj0 0.590 6olg
5el5 0.610 5mre
5lze 0.908 6xmf
6ne0 0.628 7eqg
6s13 0.626 6s12
6vwn 0.219 6vwm
7azo 0.804 6t4q
7ki3 0.732 4w29
7sa4 0.682 3j9z
7t1n 0.881 4v6s
7uxa 0.775 ----
7uzy 0.631 7v00
7xsq 0.549 7xss
7xui 0.682 2py9
7z20 0.805 9gy4
7zux 0.846 6m62
8cg8 0.741 9mor
8d49 0.305 ----
8ovj 0.880 9g0a
8rxx 0.484 ----
8t5d 0.361 8t5h
8zgy 0.931 6o7h
9buu 0.802 9but
9c3i 0.720 9k6s
9e7d 0.783 5kpw
9fia 0.596 8ywh
9h3r 0.678 ----
9i05 0.779 5uyn
9nle 0.365 9njv
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1gtr 0.687 1gts
2r7r 0.396 2r7x
2rs2 0.719 3qjj
3j3v 0.879 4v6z
4u67 0.771 ----
4v71 0.853 6ny1
4v87 0.235 4v8c
4v9c 0.564 4woi
4wr6 0.715 4wra
4wt1 0.655 4wsd
4wt1 0.263 4wqr
4yye 0.682 9i05
5gmk 0.750 7y82
5imr 0.706 6fec
5j8b 0.810 8hky
5zwm 0.650 ----
6d90 0.805 8qzs
6ogi 0.726 5u9f
6r7q 0.706 ----
6w1x 0.830 6b44
6zm7 0.353 ----
7a5k 0.657 7a5g
7asm 0.299 6hma
7b9v 0.756 9ghg
7pha 0.872 3wfs
7pjt 0.763 6q98
7x7r 0.668 6ifl
8ch6 0.563 7qtt
8cvl 0.344 8cvj
8hky 0.637 3j78
8t3a 0.862 8p2f
8uiw 0.654 9h0l
8uza 0.852 1exy
8wfa 0.419 8wf8
9evs 0.855 7qvp
9i05 0.766 6msf
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1sm1 0.524 4v61
1ull 0.759 8ws9
2nr0 0.839 9gmw
3jb9 0.663 7pat
3jb9 0.470 ----
3jcd 0.713 8fon
3tup 0.671 2zxu
3wfs 0.536 5hc9
4v6k 0.385 4v6l
4v6p 0.336 4v6o
4wzd 0.651 9dow
5el5 0.751 5el4
5li0 0.848 7asm
5mre 0.707 4w29
5oa3 0.629 5kpv
6gml 0.886 7s1g
6gz5 0.782 8c8z
6lnc 0.705 6pig
6of6 0.501 6ope
6s8b 0.290 6s91
7jqq 0.757 4v72
7pau 0.583 7paj
7pwo 0.573 7pwg
7qi6 0.631 3u56
7qtt 0.680 8ch6
7r21 0.613 7tr6
7rr5 0.745 8zhb
7uzz 0.389 7v01
8fzd 0.833 8hky
8hio 0.700 ----
8hkz 0.833 3j8g
8ub7 0.461 8ubf
8ujj 0.631 9b0q
8zhb 0.697 8i3q
9evs 0.721 7oro
9fi8 0.889 ----
9g6k 0.844 9fia
9ggr 0.243 9gft
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2mfe 0.335 2mf1
2mkk 0.798 8cbk
2mqq 0.863 9i05
3bo0 0.723 ----
3r2d 0.866 ----
4m6d 0.224 4m4o
4v4p 0.821 4v6z
4v6s 0.782 4v6r
4v79 0.729 9hqv
5e7k 0.730 6gb2
5e7k 0.841 4wr6
5e81 0.379 5ibb
5el4 0.687 8cf5
5tcu 0.838 7ssw
5wsg 0.645 9g6k
6g99 0.881 6u8k
6i7o 0.387 6sv4
6ifo 0.669 5mqf
6zdp 0.446 9g6k
6zym 0.402 5mqf
7a5g 0.406 7a5j
7a5i 0.386 7oid
7b5k 0.752 9i05
7cpv 0.795 4kzz
7kha 0.684 8ane
7mt3 0.905 5mgp
7oif 0.209 7nww
7pkt 0.778 9ghg
7ttw 0.610 7ttu
8bgu 0.886 8fzh
8cgn 0.859 8fmw
8d9k 0.781 8t3a
8g6y 0.707 8g6x
8gxc 0.348 ----
8hl1 0.775 8hkz
8qhu 0.379 8rxx
8qoa 0.687 9gy4
8t2z 0.697 8rqk
8ux8 0.645 8cgn
8zdy 0.807 ----
8zej 0.679 8zfi
8zgy 0.707 8zh3
8zty 0.865 8bhj
9c2k 0.727 9hqv
9cg6 0.313 9cg5
9hqv 0.770 9fia
9o3k 0.685 9o3j
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2n8m 0.835 5imr
2oih 0.616 1vbz
3mdg 0.726 3adc
3mum 0.313 3mxh
4pjo 0.846 9ha4
4v4j 0.551 4v4i
4v5e 0.622 5o61
4v61 0.886 8yny
4v6p 0.355 4v6q
4v6s 0.782 4v6n
4wro 0.451 4wt1
4wsm 0.842 ----
5ibb 0.682 5nrl
5lmp 0.368 5lmn
5mqf 0.727 2oj3
5uyq 0.874 1i6u
5we6 0.523 ----
5wfk 0.778 7pip
5zep 0.804 8qhc
6ahd 0.795 6nd4
6az1 0.761 6hd7
6bk8 0.740 7par
6gsk 0.730 ----
6lax 0.881 8pm4
6osq 0.711 6osk
6xiq 0.885 4w29
6zj3 0.771 7xt4
6zme 0.362 6zmi
7a01 0.922 6j9f
7eld 0.870 ----
7n1p 0.547 8cd1
7nql 0.287 6ydp
7o5b 0.708 3jap
7oh3 0.676 7ug6
7pjz 0.699 7pjy
7tnx 0.789 8d2q
7xnx 0.389 6zm7
7yr6 0.866 ----
7yr7 0.904 5mqf
8bh4 0.368 8bf7
8fmw 0.379 8fn2
8fzg 0.594 8fze
8hsg 0.350 8hsr
8i0p 0.758 7n0d
8i0t 0.330 8i0v
8opt 0.876 1exy
8r55 0.755 5mc6
8s8g 0.637 8s8d
8s8h 0.845 7pks
8zhb 0.795 8i87
9b84 0.813 6gov
9e7d 0.371 9e7e
9evs 0.777 9fi8
9fia 0.848 3wc1
9izs 0.258 9izr
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2izm 0.741 6r84
2nz4 0.431 3g8s
3am1 0.827 ----
3jap 0.888 3j81
4pr6 0.609 5www
4w29 0.741 4v9j
4wsm 0.815 7pit
4wt1 0.543 4wqr
5b43 0.779 8uba
5gak 0.359 6r87
5njt 0.485 6tnn
5uyl 0.820 5uyk
6ff4 0.207 6ff7
6mcb 0.861 5vzl
6mtb 0.474 6mtc
6t0v 0.873 5y7m
6uz7 0.741 ----
6v3a 0.427 ----
6wbr 0.509 6wc0
6wdh 0.908 7pan
6xu7 0.537 6xu6
6yss 0.436 7pjy
6zqd 0.229 6zqe
7aav 0.711 5lzb
7aso 0.749 7xsz
7kgb 0.524 7sfr
7kx9 0.852 8ane
7nso 0.532 7nsq
7pam 0.604 7pao
7pju 0.531 ----
7ssd 0.441 ----
8cku 0.746 7nsp
8opt 0.749 9hqv
8ost 0.768 5h1k
8qbk 0.432 8qbl
8qhu 0.799 8ux8
8qzs 0.250 8qxd
8urm 0.416 8vwq
8wfx 0.888 6o7e
8zlu 0.229 8zol
9buu 0.786 7a01
9g6k 0.599 9i05
9ghh 0.270 9ghg
9gy4 0.892 6nu2
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1un6 0.446 ----
2dr2 0.858 6j9f
2ru3 0.911 ----
2xdd 0.920 8dej
2xkv 0.927 8g9t
2zzn 0.923 4v75
3cul 0.397 3cun
3deg 0.929 7yed
3j78 0.930 6ndk
3k0j 0.922 6pij
3ndb 0.508 4xco
4pei 0.794 8c6j
4v4j 0.918 6lkq
4v5q 0.566 4v5s
4v71 0.921 5e7k
4w4g 0.332 4ypb
