#origin #RMSD #repl-origin
7ug7 0.582 4v6l
7pjz 0.314 7otc
8cku 0.565 6ybw
---- 0.000 ----
8agw 0.230 8agv
7pib 0.367 7p6z
5y36 0.336 4v6v
5mc6 0.588 7phc
1exd 0.418 2der
4v7m 0.424 4v5g
---- 0.000 ----
4uje 0.347 ----
7ssl 0.684 2azx
1e7k 0.451 4v65
5t2c 0.615 4v3p
7nsp 0.618 6by1
---- 0.000 ----
6wdg 0.234 6wd1
8fru 0.204 5g4u
5myj 0.469 7yr6
---- 0.000 ----
4v7l 0.439 5kps
5el5 0.502 5tcu
7pit 0.311 7bl3
8eg0 0.538 8glp
8hl4 0.330 ----
8joz 0.421 7y83
8h6e 0.207 ----
4v5b 0.616 4v64
4v66 0.488 4v65
8br8 0.438 6qzp
4v6s 0.268 4v6q
8ssw 0.289 ----
6wrs 0.490 ----
6yan 0.367 ----
7paq 0.412 7par
---- 0.000 ----
---- 0.000 ----
8wib 0.451 ----
6q97 0.607 6szs
7qh6 0.568 4v9j
6ff4 0.320 6ff7
---- 0.000 ----
5myj 0.456 7ood
6boh 0.637 8fn2
8hhl 0.318 8hhm
7ogm 0.747 6gzq
5e7k 0.418 5e81
3adc 0.704 7d6z
7bhp 0.426 ----
2om7 0.775 6zmo
8g6x 0.231 ----
---- 0.000 ----
6ogg 0.350 6ogf
---- 0.000 ----
6gqv 0.596 7a5i
7n2c 0.219 7ug7
2rsk 0.504 2ru7
7jt2 0.715 5xwy
4v6u 0.252 4v4n
2zzn 0.626 7e8o
8rdv 0.200 8rd8
---- 0.000 ----
6b46 0.592 7sso
7lh5 0.749 6y57
6ogi 0.743 ----
4v71 0.701 7ele
6sj6 0.585 6zj3
8bws 0.461 1zl3
7zs5 0.483 8ud5
7syr 0.472 7sys
4v9l 0.246 4v9m
8hl2 0.700 8cd1
---- 0.000 ----
6sj6 0.701 1lng
3j3v 0.731 5njt
5xy3 0.285 7pwo
6gzx 0.666 6gzq
8jiv 0.672 2nr0
1g1x 0.607 5aka
---- 0.000 ----
4v7d 0.230 4v7c
3mut 0.268 ----
7azo 0.791 4wq1
---- 0.000 ----
2nre 0.711 2re8
8y0u 0.358 ----
---- 0.000 ----
7top 0.337 7jsz
8bsj 0.315 8btr
8cdr 0.600 6gxn
---- 0.000 ----
5x6b 0.647 8aw3
---- 0.000 ----
---- 0.000 ----
4v5k 0.541 8hj4
6om7 0.497 ----
7m3t 0.546 ----
4v9l 0.284 4v9m
---- 0.000 ----
7e8o 0.423 6osk
7yed 0.763 5ib8
6icz 0.703 6id1
6n1d 0.684 7uvy
5e7k 0.511 5el5
6t4q 0.668 6t7i
---- 0.000 ----
4v65 0.248 4v66
5uyq 0.635 6bu8
6ybw 0.758 2wwb
7n30 0.617 7aav
5we4 0.606 ----
4v8c 0.247 4v8b
6d9j 0.405 ----
8d2l 0.422 8d2p
4v8b 0.481 4v87
5el5 0.624 7st7
6nu2 0.613 8emm
8y6o 0.437 5xtm
8vs9 0.213 8vsa
---- 0.000 ----
7p6z 0.543 7paj
3dll 0.586 4v4v
7jss 0.365 7jsw
7too 0.215 ----
8wm4 0.208 7yn9
7pak 0.500 7unw
4v5j 0.761 ----
7nww 0.249 7oig
4v4g 0.750 5imq
5tf6 0.836 7qr3
4v61 0.608 3j46
6ha1 0.737 6xiq
6s12 0.589 6s13
8cmj 0.217 ----
8hl1 0.739 4v78
5d8b 0.767 8ip8
7wb1 0.619 ----
6gtc 0.640 4w29
7uph 0.747 6gc8
5lzy 0.529 ----
7pia 0.647 7pai
6w1x 0.454 6whi
7xg4 0.407 8ff4
---- 0.000 ----
8gxb 0.302 8gxc
8sxt 0.481 7szu
4v61 0.461 ----
4wt1 0.697 7nwt
5lqw 0.765 2du4
6q95 0.658 4v4j
---- 0.000 ----
6wnw 0.561 5lzd
6z6k 0.245 ----
7mq9 0.683 7aqc
8rxx 0.444 8rxh
4v4p 0.807 8xc1
4v73 0.281 7ssd
6nu3 0.363 ----
---- 0.000 ----
4b8t 0.859 6ofx
4ug0 0.346 ----
4v78 0.702 7pwo
8kag 0.363 5vzl
1fje 0.815 8hmy
6gqv 0.724 6z6j
2du4 0.635 4v4x
5y36 0.622 7z4h
7uzw 0.681 7aso
---- 0.000 ----
5gak 0.708 5m1j
7zux 0.725 5kpw
4v76 0.696 6hd7
5jvh 0.222 5jvg
4v74 0.681 6oxa
4v78 0.617 2ms1
8t29 0.265 8t2b
6ofx 0.453 6wda
7y7h 0.642 7y7g
8hl2 0.500 8hl1
---- 0.000 ----
4csu 0.590 4v7i
7d6z 0.645 6ft6
5imq 0.715 7yr6
---- 0.000 ----
5xlo 0.584 5xlp
6gzz 0.791 6by1
6gzz 0.747 2bs1
3j81 0.347 3jap
7zuw 0.367 7zpq
8bge 0.229 ----
8qpp 0.243 8r55
8wm4 0.233 ----
---- 0.000 ----
3nvk 0.756 ----
5ndk 0.209 5ndj
6by1 0.777 7a5g
6o1k 0.387 6o1l
4v7i 0.775 ----
4w29 0.647 ----
5m0i 0.209 5m0j
5mre 0.734 7azo
7a01 0.725 4v8j
8qpp 0.560 8r55
8vsa 0.298 8vs9
---- 0.000 ----
8cf5 0.731 7pit
---- 0.000 ----
6o9k 0.597 4v7e
7oif 0.324 7nww
7da7 0.730 7vw3
7pkt 0.498 8exa
7xnx 0.455 ----
6sj6 0.709 7as9
6y57 0.563 6xu7
4v9j 0.402 4v9m
8cdv 0.579 4v4g
7zoq 0.610 6mus
8cgn 0.673 8ceh
8qpp 0.367 8r55
---- 0.000 ----
---- 0.000 ----
6spf 0.705 6spb
7jqq 0.596 7pam
7orl 0.749 3nvk
7qvp 0.727 8wmm
---- 0.000 ----
1i9f 0.546 4pmi
3j46 0.471 5wtk
7ssl 0.573 7ssd
---- 0.000 ----
3izz 0.844 6spf
7n2u 0.262 ----
7r2k 0.569 8psx
---- 0.000 ----
2b2d 0.782 4v9j
2bs0 0.573 ----
4v6x 0.752 4v8m
6b4v 0.614 3jbp
6wlh 0.686 ----
7cxn 0.553 8g5o
7pkq 0.547 ----
7u5e 0.529 7u5d
8wr4 0.294 8wmh
---- 0.000 ----
4by9 0.531 4bw0
4v7l 0.593 4v7m
5c0w 0.658 6t7t
6wdb 0.440 6wd5
7pha 0.771 7zta
8hkz 0.464 8hl3
6r6g 0.293 ----
7qp7 0.506 8bsj
7y8y 0.516 6wd2
8sqh 0.232 ----
---- 0.000 ----
2fk6 0.665 6hd7
5imr 0.814 7d80
7s37 0.276 ----
8jy0 0.817 3ud4
6gte 0.678 6nm9
7tra 0.747 2zzn
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
7qi6 0.603 8sp0
---- 0.000 ----
2byt 0.230 2bte
8br8 0.425 ----
5j8b 0.777 7d80
5uq8 0.577 5uq7
6nd6 0.533 ----
6q97 0.592 6y57
6zj3 0.765 6gsn
7pit 0.638 7pib
8ac0 0.593 8acp
2b3j 0.554 7nwh
4v66 0.426 4v65
4w29 0.785 4v4z
6xiq 0.728 7pi8
7s1g 0.242 ----
7y8t 0.687 7a5k
---- 0.000 ----
5wty 0.339 ----
6ydp 0.262 7nql
7uzz 0.372 7v00
6kl9 0.424 6nma
7pkt 0.765 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
4v71 0.829 7ase
6spd 0.392 6spg
---- 0.000 ----
2iy5 0.862 ----
6j6h 0.234 6bk8
---- 0.000 ----
4uyj 0.311 ----
5u34 0.843 5k0y
6az1 0.597 6zj3
6q8y 0.213 6t4q
7zoq 0.468 ----
8isz 0.386 ----
---- 0.000 ----
2nr0 0.737 2nre
3b0v 0.765 4v5e
3ktw 0.567 6c4i
7xc7 0.565 7xso
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
4v8m 0.767 5xym
6b47 0.227 7ecv
6lnc 0.776 6zj3
2fk6 0.759 8am9
4erd 0.568 2ru7
5zep 0.373 5wfs
6qnr 0.600 5ibb
7k50 0.378 7lv0
7oi3 0.482 6h5s
4w4g 0.519 ----
5imq 0.641 6b4v
5uyn 0.742 7aso
7x7r 0.798 8bh4
8cd1 0.722 ----
8gaf 0.291 8gam
---- 0.000 ----
---- 0.000 ----
4v4x 0.263 4v4z
5czp 0.461 5j3c
6ff7 0.263 6ff4
6mcb 0.666 5vzl
6mwn 0.863 4by9
7kha 0.715 6rzz
7m3t 0.624 3avy
8br8 0.237 8brm
---- 0.000 ----
4tv0 0.259 4tuw
4v8p 0.625 6xu6
4wzo 0.596 6qnq
5aa0 0.730 7pas
5kpx 0.588 5kpv
6gsl 0.782 6o0z
6o8x 0.359 6o90
7par 0.617 7pal
7uph 0.585 6q95
8it1 0.289 8k9g
8s9x 0.294 ----
2von 0.625 4z0c
4v4p 0.477 4v4x
4wq1 0.714 4woi
5epi 0.457 8h69
5uzz 0.755 5udz
6o1o 0.341 6sic
7azo 0.788 8bsj
7jsw 0.742 7jt2
7u5e 0.795 ----
---- 0.000 ----
---- 0.000 ----
5dcv 0.710 ----
5nd9 0.714 8pu0
7qv2 0.727 6by1
8j1j 0.242 8j3r
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
4v4v 0.700 7ssn
5el7 0.664 5lmu
5f9r 0.340 7s38
5udz 0.275 3ts0
6cmn 0.201 6xh0
6gsj 0.516 6gsk
6ltr 0.395 6ltu
7cxm 0.745 7cxn
8hl2 0.607 8hl1
---- 0.000 ----
2bte 0.480 2byt
4o26 0.702 6by1
4uyj 0.631 4uyk
4v73 0.740 5lze
4wqy 0.876 4gcw
5el5 0.859 7m3t
5jcs 0.483 7zs5
5ndk 0.716 5ndj
5vzl 0.667 8j72
6az3 0.222 8rxx
6lax 0.375 6eri
6nue 0.525 6ifl
6vpc 0.500 8fzt
7tra 0.703 5lzf
---- 0.000 ----
---- 0.000 ----
1qrs 0.394 ----
3jbu 0.705 3jbv
4k4s 0.212 4k4t
4v5a 0.776 4p70
4v75 0.869 6htq
4v77 0.787 6zj3
5b2r 0.623 5b2s
5c0x 0.588 1wsu
5d8h 0.298 5dar
5u9f 0.451 5kps
6kc8 0.873 8cd1
6of6 0.473 6oj2
6olf 0.479 6om7
6s8b 0.822 6xu6
7jsw 0.568 6xyw
7qde 0.797 4rdx
7zrs 0.567 7ssw
8g6x 0.800 5zlu
---- 0.000 ----
---- 0.000 ----
2xdb 0.457 2xd0
3jcs 0.833 8ex9
3kfu 0.519 4wj4
4v9l 0.283 4v9m
6dtd 0.667 ----
6j6g 0.307 6j6h
7eld 0.717 ----
7ls1 0.774 1f7y
7qde 0.904 8y6o
8wcs 0.719 8wce
---- 0.000 ----
2om7 0.802 3j46
3icq 0.869 7nwh
3jcm 0.754 7xue
4ug0 0.683 5t2c
4v6p 0.616 7d80
4v8o 0.776 7jt3
5el4 0.753 5ibb
5h1s 0.750 6xmf
6pun 0.340 8sj7
8cku 0.655 7ls1
8hnt 0.834 5kcs
8j1j 0.594 3k0j
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1a4t 0.759 1l9a
2kg0 0.760 3foz
3ivk 0.403 ----
4v5l 0.433 4v5g
4v69 0.698 8htz
5wsg 0.401 5ylz
6jdq 0.758 6je9
6sgc 0.786 6gq1
6xh0 0.222 ----
7z4l 0.257 7z4i
2mfe 0.409 2mf0
---- 0.000 ----
---- 0.000 ----
2m8d 0.770 5xbl
3agv 0.780 6ope
4v4v 0.349 4v4w
4v76 0.598 4v78
4wsm 0.527 4wu1
6zj3 0.875 4v74
7d6z 0.808 ----
7jqq 0.845 7ssd
7k50 0.661 7k53
7qv2 0.721 7unw
7u5e 0.856 7u5d
7v94 0.438 8exa
7yr6 0.730 7msc
8h6e 0.777 7pmm
8r6w 0.818 8r6u
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2mfh 0.255 ----
4r3i 0.508 6xjy
4x4q 0.869 4kzz
6gsj 0.263 6gsk
6ig0 0.230 ----
7phc 0.652 4w90
7uph 0.832 5u4i
8ewg 0.723 8s9u
8g6w 0.533 8g6x
---- 0.000 ----
---- 0.000 ----
1cvj 0.620 5l2l
1g1x 0.289 1ysh
2pxe 0.621 ----
2rsk 0.776 2ru7
3izz 0.676 ----
4b8t 0.826 5ib7
4n0t 0.634 4v8d
4v8m 0.780 5e7k
5kpx 0.730 5kpv
6d90 0.274 ----
6mcb 0.585 5vzl
6spd 0.713 ----
6szu 0.270 6t0u
7abf 0.860 7a5j
7qp7 0.701 2d6f
7wb1 0.869 7ssn
7z55 0.301 8phj
7zol 0.372 7y85
8kag 0.442 7z4k
8rxx 0.545 8d97
---- 0.000 ----
2mfg 0.361 2mf1
3moj 0.713 7pic
4v76 0.695 4v4w
4v9l 0.420 4v9m
4wt1 0.269 4wsd
6gmh 0.808 2gje
6oli 0.342 6ole
6ope 0.498 6ord
6uz7 0.647 4v90
6zvk 0.760 2ct8
7dmq 0.811 8ovj
8hky 0.673 8hkz
8phj 0.415 7z55
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
4ill 0.699 4v6r
4oo1 0.704 4v61
4v8e 0.311 4v8f
4v8o 0.516 6wd1
6d2u 0.793 6oy7
6id0 0.690 7yr6
6kl9 0.384 6nma
6tz2 0.705 8fuk
6xmg 0.205 6xmf
7jt1 0.402 7jt2
8ifm 0.245 8ifl
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2nr0 0.859 6nu3
4u7u 0.356 4tvx
5el4 0.869 5ib7
5el5 0.897 4v9l
5wt1 0.316 5wt3
6vrb 0.401 6vrc
6zmw 0.729 6ybw
7f0d 0.704 ----
7lh5 0.724 7pjw
8a98 0.475 8rxx
8d4a 0.428 8d4b
8j62 0.590 ----
8z8x 0.533 8z90
---- 0.000 ----
---- 0.000 ----
2bh2 0.820 8c6j
4v7b 0.829 5jcs
5cd4 0.703 5t5h
5lzc 0.549 5lzb
5ms0 0.818 6olf
6j6g 0.280 6j6h
6v4x 0.828 6q97
7b5k 0.647 7o9k
7nwg 0.825 4v4j
7pd3 0.916 3j5s
7s4v 0.702 8kam
8br8 0.391 8brm
8btd 0.511 8bsi
8ci5 0.549 8c4t
8d4b 0.249 8d4a
8e40 0.901 1gtf
8gam 0.323 8gaf
8gxb 0.477 7pkt
8t2b 0.399 8t2o
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2ix1 0.743 8d9h
3ja1 0.739 7cxm
3pu1 0.767 3ptx
4kr7 0.846 4u4o
4v4z 0.766 7bl5
4v61 0.875 6hd7
4x4t 0.483 7o81
5gap 0.696 5nrl
5kpw 0.860 8htz
5t2a 0.368 8ove
6o1k 0.691 7qq3
6of6 0.743 7jsz
6sw9 0.706 3jce
7uvv 0.784 5mc6
7wah 0.334 8gs2
8bvj 0.643 ----
8g2u 0.712 7ope
8g4s 0.688 8fvy
8psx 0.270 8psz
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1t0k 0.591 5fj4
2m8d 0.773 5u9g
3g96 0.465 3g8s
3w3s 0.251 5lze
4ill 0.719 6otr
4v3p 0.777 4v7e
4v6n 0.791 5imr
4v8g 0.280 4v8h
4wqr 0.344 4wt1
4wra 0.652 4wr6
5imr 0.891 8gxb
5l3p 0.822 8bf8
5ms0 0.477 5lm7
6c66 0.260 ----
6kwr 0.652 6zvk
6kyv 0.874 4ay2
6m62 0.855 7wb1
6olz 0.724 8omr
7k52 0.768 5imr
7nq4 0.727 6zj3
7osm 0.684 8cdr
7piq 0.808 8hky
7pkt 0.757 7waz
7tr6 0.360 7tr8
7y8y 0.788 5ndj
8ane 0.788 7syw
8bf7 0.559 8bhn
8qzs 0.434 2vpl
8wce 0.751 4wzj
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1j1u 0.815 4v61
2jq7 0.766 3k61
2xkv 0.778 7wm4
3hjw 0.247 3lwv
3ivk 0.841 8c94
3iwn 0.702 3mut
3muv 0.697 3mur
4i67 0.820 5vt0
4v4y 0.265 4v4z
4w4g 0.311 ----
5aj0 0.509 6om0
5bkl 0.702 7ssw
5j3c 0.767 5dfe
5lza 0.881 ----
5o2r 0.714 ----
5t2c 0.548 6ip6
5t5h 0.393 ----
5xtm 0.578 ----
6aay 0.712 1mj1
6d90 0.343 7nwh
6e9e 0.483 ----
6gsk 0.673 4v6z
6gwt 0.575 6gxn
6jdq 0.896 6je4
6jdq 0.845 7m3t
6ogg 0.593 6ogf
6spb 0.705 4v6w
6swc 0.754 8bsj
6sy6 0.779 5new
6ybw 0.763 7nrd
6zj3 0.702 5l2l
7m50 0.562 ----
7pah 0.455 7abz
7pkt 0.603 5t5h
7uvy 0.677 7uvv
7vkl 0.752 6zj3
8ane 0.851 ----
8bao 0.642 7ygl
8cx0 0.555 8cx2
8hl2 0.352 8hl3
8ovj 0.208 6az3
8s9u 0.642 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2mfe 0.382 2mf1
2nz4 0.213 3g9c
2q66 0.888 6whi
2rsk 0.876 ----
2zjq 0.211 ----
3cun 0.392 3cul
3hjy 0.865 3jcd
3j3v 0.673 6lax
3q0q 0.383 3q0r
3qjl 0.445 ----
4ug0 0.698 1mj1
4v87 0.435 4v8b
4w29 0.682 3jcd
4wqy 0.790 7xss
4wsm 0.509 4v8b
5d6g 0.400 ----
5ib7 0.428 5e81
6eri 0.445 ----
6ff4 0.213 7qtt
6gxo 0.419 6gxn
6lnc 0.812 6pif
7a5g 0.567 7jqq
7aqc 0.702 4qu6
7jqq 0.815 8u3y
7lh5 0.851 6gqv
7nww 0.506 7oif
7oif 0.606 7nww
7qp6 0.802 7sso
7xsp 0.491 7xsr
7yhs 0.900 7jsz
7z34 0.870 6gqv
7z4k 0.399 8kag
7z4l 0.204 7z4i
8hud 0.793 6rj9
8p17 0.324 8p16
8pvk 0.659 4v4g
8uw3 0.828 7ubm
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2q66 0.785 6nd4
2zuf 0.387 2zue
3hax 0.287 3hay
3pu1 0.750 3ptx
3uzs 0.910 5xy3
4v6i 0.853 5kpx
4v6l 0.799 7ttu
4v6q 0.878 4v6o
4v7h 0.877 5jcs
4v8b 0.367 4v87
4v8m 0.747 8dg5
4wr6 0.290 4wra
4wro 0.650 ----
4wsd 0.225 4wt1
4yb1 0.826 7unu
5ibb 0.854 5lmq
5mre 0.858 4z7l
5oa3 0.741 4v6z
5uq7 0.459 5uq8
5xwp 0.890 7nso
5zwo 0.639 8p17
6az3 0.218 8rxh
6fyx 0.368 6fyy
6gov 0.587 6fec
6zj3 0.810 4v8p
7a0r 0.717 5jvh
7b5k 0.901 ----
7cyq 0.445 ----
7qp6 0.821 7xc7
7r6k 0.731 ----
7s7c 0.863 8fnk
7sos 0.202 ----
7v9u 0.514 8qbk
8btd 0.790 6p18
8fon 0.568 8fom
8ip8 0.368 8ipa
8t2a 0.758 8t2b
8t2b 0.308 8t2o
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
7xpl 0.289 ----
---- 0.000 ----
---- 0.000 ----
1ull 0.739 3j46
2xdd 0.432 2xd0
3egz 0.806 3ptx
3j46 0.432 3j45
3ktv 0.809 7nww
3pu1 0.794 ----
3pu1 0.582 3ptx
4v4n 0.309 4v6u
4v4z 0.444 ----
4v5k 0.900 4v4j
4v7l 0.725 ----
5el4 0.805 5el7
5gmk 0.306 7b9v
5kpx 0.625 5kpv
5t5h 0.463 8rxx
5uq7 0.800 6oj2
5vzl 0.880 5ady
5xlp 0.878 6oli
6b14 0.572 4kze
6f3h 0.906 6wd1
6ff7 0.468 6ff4
6id0 0.299 6id1
6m62 0.841 7tut
6mcc 0.867 6gov
6mcc 0.898 4wfn
6oj2 0.584 6of6
6qnq 0.428 4wzo
6sw9 0.830 6q95
6y0g 0.611 6y2l
6y57 0.854 6om7
7bt6 0.830 3k0j
7bt6 0.407 8qpp
7k55 0.917 7k52
7kha 0.447 8g9u
7o81 0.596 8bhn
7ot5 0.421 7oii
7qp7 0.810 5uq8
7r6k 0.939 6az3
7v00 0.404 7uzz
7wb0 0.887 2ms1
7zux 0.764 7k50
8gaf 0.566 8gam
8gxc 0.481 8gxb
8isz 0.863 7kwg
8jtr 0.873 6ip6
8qo9 0.719 8r0a
8r6u 0.229 ----
8t2a 0.251 8t2b
8wq4 0.859 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
8bao 0.432 8b0r
---- 0.000 ----
---- 0.000 ----
1lng 0.753 3l3c
2ihx 0.643 5ot7
2ix1 0.743 7dmq
2mf0 0.200 2mff
3cul 0.247 3cun
3hsb 0.725 3qsu
3jcs 0.910 6uro
3nmu 0.873 8c8z
3ptx 0.562 3pu1
3pu1 0.816 3ptx
3qsy 0.807 4v9i
3ts2 0.347 ----
4p3e 0.678 4wsm
4v4i 0.809 4v9j
4v4j 0.864 7phc
4v4w 0.456 4v4v
4v4w 0.940 4v4v
4v6q 0.795 4v6n
4v74 0.720 5m1j
4v77 0.829 6ogf
5el4 0.408 5el6
5ibb 0.619 6gsj
5lqw 0.798 6ahd
5mc6 0.893 6wdi
5ud5 0.253 5v6x
5wti 0.770 5xwy
5wwf 0.618 5ho4
5xwy 0.315 6cf2
6az3 0.815 6b44
6ff4 0.374 6ff7
6i7o 0.458 6snt
6mcb 0.901 8fr8
6n1d 0.804 8dej
6otr 0.479 4yzv
6pig 0.280 6pif
6spb 0.655 6spf
6xu6 0.823 6xu7
6xu6 0.222 6xu8
6ybv 0.583 ----
7a09 0.537 ----
7a5f 0.672 7a5k
7a5g 0.337 7a5k
7bgd 0.758 7kwg
7dmq 0.859 ----
7jqq 0.914 6mwn
7lh5 0.906 3qsy
7nac 0.740 7r7a
7o80 0.904 7nso
7p7q 0.394 7p7t
7pia 0.861 8hkz
7pib 0.604 7paq
7tra 0.538 6o1o
7x34 0.911 6ogy
7yr6 0.879 ----
8bvj 0.728 5tf6
8bvj 0.839 7ycx
8ccs 0.700 8cdl
8d1v 0.822 7ssl
8g90 0.653 8g91
8oeu 0.541 7ol0
8qxd 0.618 7dvq
8r55 0.778 8peg
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2rsk 0.722 2ru7
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1ysh 0.733 8rm5
2b2e 0.439 2b2g
2jlz 0.880 8fzr
2ru7 0.630 2rsk
3hl2 0.802 4rqf
3izz 0.610 3j9z
3izz 0.850 6zj3
3j9z 0.915 5gm6
3jbp 0.914 7ohq
3jcs 0.834 8iyq
3mum 0.202 3mxh
3ptx 0.567 3pu1
3q0m 0.807 6noc
3v7e 0.813 6lax
4kji 0.800 ----
4kze 0.203 6b14
4lck 0.324 4tzp
4m4o 0.277 4m6d
4p3e 0.741 5m73
4tyw 0.665 ----
4v4g 0.612 7k52
4v4g 0.727 6gzx
4v4i 0.757 8agw
4v4x 0.781 ----
4v65 0.919 5axn
4v6o 0.863 8pjj
4v6w 0.853 7yn9
4v8x 0.964 4v7j
5do4 0.544 8asb
5el4 0.602 7mt7
5el7 0.813 8hky
5imr 0.802 5ndj
5mlc 0.271 ----
5t2a 0.796 ----
5t2a 0.468 8rxx
5wzg 0.491 5wzk
5xwy 0.702 8gna
5zwn 0.872 7d8c
6by1 0.829 6olg
6e9f 0.963 ----
6ff7 0.368 7abi
6gsj 0.731 6gsk
6gsn 0.445 3jap
6gsn 0.469 3jap
6gtc 0.903 4v83
6gz5 0.662 2azx
6i7o 0.626 6snt
6icz 0.851 6id1
6id0 0.411 6id1
6of6 0.750 6oj2
6olf 0.512 6oli
6ope 0.323 6of6
6qnr 0.254 ----
6r5k 0.933 3jcs
6s91 0.425 ----
6tph 0.888 ----
6vwl 0.808 ----
6wan 0.732 6vm6
6wdf 0.793 7cpv
6xu7 0.896 8fnk
6zj3 0.862 ----
6zmo 0.624 8y0x
6zvk 0.822 8squ
7abg 0.278 7abf
7abi 0.425 7abg
7act 0.871 6oj2
7b7d 0.411 7nrd
7bgd 0.767 7kwg
7m4v 0.701 6yhs
7o9k 0.928 4v5b
7ot5 0.887 5bkn
7r21 0.314 7r2k
7s4x 0.847 8u3y
7tra 0.904 8fuk
7uzw 0.734 7v01
8a40 0.723 6gmh
8d2n 0.604 8d2o
8d4a 0.538 8d4b
8ffy 0.663 6iv9
8fvy 0.237 8g4s
8g1s 0.831 6y57
8g4s 0.368 8fvy
8g4w 0.697 8g7e
